date,open,high,low,close,volume
2017-06-08,47.92,48.1526,46.8036,46.9432,2185105
2017-06-09,47.2037,48.9712,46.8781,48.6549,2566604
2017-06-12,48.7294,51.3807,48.7294,50.0597,4708899
2017-06-13,50.0969,50.3016,49.2317,49.8736,1455315
2017-06-14,49.8736,49.8736,48.4224,49.1573,2446275
2017-06-15,48.9247,49.2503,47.6595,48.441,2830239
2017-06-16,48.2642,48.5805,46.7478,47.9665,3833777
2017-06-19,48.2084,48.2735,46.7106,48.2549,2368131
2017-06-20,48.2549,48.7852,47.1106,48.7666,3577434
2017-06-21,48.6921,49.0364,47.5851,47.8921,2241146
2017-06-22,47.8921,49.8364,47.6502,49.1666,2488422
2017-06-23,49.055,49.7992,48.7526,49.7341,2968152
2017-06-26,49.7434,50.4132,49.7155,49.9667,1551101
2017-06-27,49.9946,51.1761,49.9946,50.6179,2630244
2017-06-28,50.7016,51.4924,50.3946,50.4783,2174984
2017-06-29,50.8318,51.3342,49.8271,50.4132,2335793
2017-06-30,50.6737,50.8784,49.9481,50.1341,3447635
2017-07-03,50.5621,51.818,50.5155,51.697,1242917
2017-07-05,51.7063,52.0785,49.855,50.3388,3720309
2017-07-06,46.1338,46.4594,42.9754,43.2499,14315862
2017-07-07,43.4545,44.022,41.7893,41.966,10146258
2017-07-10,41.8823,41.994,40.7846,41.073,7287985
2017-07-11,41.073,41.2404,40.3287,40.738,4737620
2017-07-12,41.1474,41.2125,40.4217,41.0916,3753427
2017-07-13,41.3893,42.3847,41.3241,42.2172,4297367
2017-07-14,42.3289,42.701,42.1893,42.3754,2472658
2017-07-17,42.4684,43.0824,42.2544,42.3103,2121203
2017-07-18,42.2172,42.3103,41.2776,41.5381,2698830
2017-07-19,40.9427,41.6404,40.7287,41.473,2599595
2017-07-20,41.5567,42.0684,41.1939,41.9102,1720296
2017-07-21,41.7986,42.0126,41.3613,41.8079,2249406
2017-07-24,41.5009,41.6311,41.0543,41.1753,1950469
2017-07-25,41.3706,42.8405,41.1753,42.2637,3000647
2017-07-26,42.2265,42.3475,41.6311,41.873,1697196
2017-07-27,41.8637,42.9708,41.4451,42.7661,2696548
2017-07-28,42.6824,42.9801,41.9847,42.4777,2327199
2017-07-31,42.5242,43.2499,41.9753,43.1568,3283486
2017-08-01,39.0821,40.3659,39.0018,40.2822,6531829
2017-08-02,42.8684,43.2871,41.0543,41.2218,4429582
2017-08-03,39.1658,41.0078,38.403,38.7007,11869512
2017-08-04,39.0821,40.3659,39.0018,40.2822,6531829
2017-08-07,40.2822,40.5334,39.7984,40.3473,2576054
2017-08-08,40.552,40.9241,39.5705,39.6961,2934884
2017-08-09,39.4821,40.0682,38.8402,39.6868,2424231
2017-08-10,39.11,39.3984,38.3472,38.3658,5003233
2017-08-11,38.0402,38.9146,37.9285,38.0309,3752253
2017-08-14,38.2355,38.6309,37.668,37.7332,4458293
2017-08-15,37.4262,37.482,36.2819,36.3284,4941595
2017-08-16,37.3016,38.2464,36.952,37.3677,8011955
2017-08-17,34.6623,36.0438,33.5782,36.0246,25065270
2017-08-18,36.0342,36.1397,34.3889,34.7294,7047985
2017-08-21,34.6815,35.2283,34.2545,34.8158,4045286
2017-08-22,35.1036,35.3818,34.7534,35.2475,3438079
2017-08-23,34.9981,35.401,34.4512,34.6623,3088411
2017-08-24,35.094,35.7847,34.551,34.7774,4282954
2017-08-25,34.9117,35.5113,34.7294,35.0748,3048311
2017-08-28,35.2091,35.2955,34.5663,34.9693,2107179
2017-08-29,34.5567,35.094,34.3649,35.0364,3069974
