date,open,high,low,close,volume
2018-04-05,239.65,241.09,237.25,239.5,852918
2018-04-06,238.36,239.69,234.19,236.08,606586
2018-04-09,238.44,239.47,235.15,235.37,554068
2018-04-10,238.12,240.02,236.085,238.83,475469
2018-04-11,237.15,239.83,236.955,238.51,330558
2018-04-12,238.99,240.69,237.29,239.57,718063
2018-04-13,240.45,241.03,237.95,239.2,399098
2018-04-16,240.77,241.955,238.63,239.54,640842
2018-04-17,241.73,244.14,240.365,243.48,620539
2018-04-18,244.4,247.13,242.33,245.94,645091
2018-04-19,245.45,245.79,238.52,240.98,648463
2018-04-20,241.45,241.99,235.05,235.57,1156690
2018-04-23,236.16,237.1925,232.5,235.93,613938
2018-04-24,236.49,236.49,225.96,227.25,1316940
2018-04-25,227.43,227.98,221.96,227.12,1032068
2018-04-26,227.79,227.8,223.81,227.2,1132764
2018-04-27,220.5,227.71,216.67,217.36,3139891
2018-04-30,214.47,216.48,209.47,209.88,1861051
2018-05-01,209.75,216.22,207.79,215.86,1302029
2018-05-02,214.81,216.6346,212.02,212.31,961214
2018-05-03,212.33,215.55,211.49,215.42,932063
2018-05-04,213.93,219.39,213.9,216.36,737701
2018-05-07,216.6,218.27,214.5,215.41,579295
2018-05-08,216.11,217.15,211.89,213.43,773943
2018-05-09,214.01,214.01,209.14,210.38,1094899
2018-05-10,212.14,213.18,210.51,211.53,598093
2018-05-11,211.53,215.475,210.92,213.58,1221291
2018-05-14,213.89,213.89,209.52,210.64,1502691
2018-05-15,209.96,210.05,207.87,208.98,885035
2018-05-16,208.3,210.97,206.74,210.55,887440
2018-05-17,210.93,212.59,209.88,211.84,794382
2018-05-18,212.14,217.24,211.255,216.15,1838572
2018-05-21,216.99,218.82,215.41,216.12,1111083
2018-05-22,215.72,217.565,214.7,215.09,780701
2018-05-23,214.66,215.93,213.37,214.87,436873
2018-05-24,214.36,215.545,210.95,212.39,632453
2018-05-25,211.95,215.47,211.55,213.36,799306
2018-05-29,211.41,212.2739,208.615,210.64,780882
2018-05-30,210.91,211.32,207.72,208.57,575460
2018-05-31,208.75,208.75,203.87,204.04,861183
2018-06-01,204.53,205.71,203.04,204.35,850022
2018-06-04,205.54,207.405,203.88,206.84,1071583
2018-06-05,206.97,207.92,205.62,205.8,527552
2018-06-06,204.84,205.87,202.75,205.82,803357
2018-06-07,205.99,208.22,205.61,207.97,652707
